"fk_datahistory_areacode_area","fk_datahistory_itemcode_item","fk_datahistory_elementcode_element","datahistory_year","datahistory_value","fk_datahistory_symbolcode_symbol","datahistory_note","fk_datahistory_datasourceissueid_datasourceissue","datahistory_author","datahistory_updatedate","datahistory_recordno","fk_datahistory_sourceid_sources","datahistory_sourcevolume","datahistory_sourcenote","fk_datahistory_currencycode_currency","datahistory_supervisor","datahistory_validateflag"
2,462,5530,1991,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1992,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1993,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1994,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1995,8059,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1996,10910,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1997,13638,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1998,16614,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,1999,20581,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,2000,21077,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,2001,20333,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,2002,20581,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,2003,20832,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5530,2004,22568.2,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"AFN","fabi",""
2,462,5530,2004,19735.6,"Ft","based on melons",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"AFN","fabi",""
2,462,5530,2005,23491.4,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"AFN","fabi",""
2,462,5530,2005,16665.6,"Ft","based on melons",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"AFN","fabi",""
2,462,5530,2006,18344.1,"Ft","based on GDP deflator",NA,"fabi","May  7 2008  5:34PM",1,NA,"",NA,"AFN","fabi",""
2,462,5531,1991,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1992,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1993,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1994,4339,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1995,8059,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1996,10910,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1997,13638,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1998,16614,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,1999,20581,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,2000,21077,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,2001,20333,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,2002,20581,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,2003,20832,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,462,5531,2004,22568.2,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"AFN","fabi",""
2,462,5531,2004,19735.6,"Ft","based on melons",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"AFN","fabi",""
2,462,5531,2005,23491.4,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"AFN","fabi",""
2,462,5531,2005,16665.6,"Ft","based on melons",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"AFN","fabi",""
2,462,5531,2006,18344.1,"Ft","based on GDP deflator",NA,"fabi","May  7 2008  5:34PM",1,NA,"",NA,"AFN","fabi",""
2,462,5532,1991,85751,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,1992,85751,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
3,462,5530,1991,20328,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1992,34271.6,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1993,63404,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1994,33675.6,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1995,36300,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1996,39930,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1997,48642,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1998,49126,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,1999,43318,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,2000,47795,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,2001,52756,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,2002,50820,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,2003,50820,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,2004,43681,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,2005,45980,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5530,2006,46343,"Fa","WPR on tomatoes (121%)",NA,"fabi","Apr 25 2008  4:55PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1991,20328,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1992,34271.6,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1993,63404,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1994,33675.6,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1995,36300,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1996,39930,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1997,48642,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1998,49126,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,1999,43318,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,2000,47795,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,2001,52756,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,2002,50820,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,2003,50820,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,2004,43681,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,2005,45980,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"ALL","fabi",""
3,462,5531,2006,46343,"Fa","WPR on tomatoes (121%)",NA,"fabi","Apr 25 2008  4:55PM",1,NA,"",NA,"ALL","fabi",""
3,462,5532,1991,2050.52,"Fa","WPR on tomatoes (121%)",NA,"turturam","Mar 12 2007  2:13PM",1,NA,"",NA,"USD","fabi",""
2,462,5532,1993,85751,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,1994,10207,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,1995,9671.19,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,1996,4364,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,1997,4546,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,1998,5537.82,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,1999,441.468,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,2000,445.061,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,2001,428.063,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,2002,435.457,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,2003,427.211,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,462,5532,2004,412.488,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"USD","fabi",""
2,462,5532,2004,412.488,"Ft","based on melons",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"USD","fabi",""
2,462,5532,2005,336.716,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"USD","fabi",""
2,462,5532,2005,336.716,"Ft","based on melons",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"USD","fabi",""
2,462,5532,2006,367.431,"Ft","based on GDP deflator",NA,"fabi","May  7 2008  5:34PM",1,NA,"",NA,"USD","fabi",""
2,548,5530,1991,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1992,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1993,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1994,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1995,37460,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1996,50714,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1997,63393,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1998,77224,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,1999,95666,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,2000,97971,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,2001,94513,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,2002,95666,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,2003,105045,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5530,2004,115303,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"AFN","fabi",""
2,548,5530,2005,121438,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"AFN","fabi",""
2,548,5530,2005,121438,"Ft","Core",NA,"fabi","Feb 20 2008  3:50PM",2,NA,"",NA,"AFN","fabi",""
2,548,5530,2006,133669,"Ft","Based on GDP Deflator",NA,"turturam","Oct 14 2008  4:07PM",1,NA,"",NA,"AFN","ballayan",""
2,548,5531,1991,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1992,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1993,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1994,20171,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1995,37460,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1996,50714,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1997,63393,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1998,77224,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,1999,95666,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,2000,97971,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,2001,94513,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,2002,95666,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,2003,105045,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,548,5531,2004,115303,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"AFN","fabi",""
2,548,5531,2005,121438,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"AFN","fabi",""
2,548,5531,2005,121438,"Ft","Core",NA,"fabi","Feb 20 2008  3:50PM",2,NA,"",NA,"AFN","fabi",""
2,548,5531,2006,133669,"Ft","Based on GDP Deflator",NA,"turturam","Oct 14 2008  4:07PM",1,NA,"",NA,"AFN","ballayan",""
2,548,5532,1991,398636,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1992,398636,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1993,398636,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1994,47450,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1995,44953.8,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1996,20285.6,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1997,21131,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1998,25740.5,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,1999,2052.06,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,2000,2068.75,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,2001,1989.75,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,2002,2024.12,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,2003,2154.2,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,548,5532,2004,2409.91,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"USD","fabi",""
2,548,5532,2005,2453.56,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"USD","fabi",""
2,548,5532,2005,2453.56,"Ft","Core",NA,"fabi","Feb 20 2008  3:50PM",2,NA,"",NA,"USD","fabi",""
2,548,5532,2006,2677.38,"Ft","Based on GDP Deflator",NA,"turturam","Oct 14 2008  4:07PM",1,NA,"",NA,"USD","ballayan",""
2,618,5530,1991,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1992,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1993,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1994,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1995,9667,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1996,13087,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1997,16359,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1998,19929,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,1999,24688,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,2000,25283,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,2001,24390,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,2002,24688,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,2003,35550,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5530,2004,41047.4,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"AFN","fabi",""
2,618,5530,2004,30075,"Fm","average fruit price",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"AFN","fabi",""
2,618,5530,2005,45263.3,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"AFN","fabi",""
2,618,5530,2005,45263.3,"Ft","Core?",NA,"fabi","Feb 20 2008  3:50PM",2,NA,"",NA,"AFN","fabi",""
2,618,5530,2005,25675,"Fm","average fruit price",NA,"fabi","May  7 2008  5:34PM",3,NA,"",NA,"AFN","fabi",""
2,618,5530,2006,28261,"Fm","based on GDP deflator",NA,"fabi","May  7 2008  5:34PM",1,NA,"",NA,"AFN","fabi",""
2,618,5531,1991,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1992,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1993,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1994,5205,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1995,9667,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1996,13087,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1997,16359,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1998,19929,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,1999,24688,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,2000,25283,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,2001,24390,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,2002,24688,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,2003,35550,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"AFN","FAOSTAT","N"
2,618,5531,2004,41047.4,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  3:19PM",1,NA,"",NA,"AFN","fabi",""
2,618,5531,2004,30075,"Fm","average fruit price",NA,"fabi","May  7 2008  5:34PM",2,NA,"",NA,"AFN","fabi",""
2,618,5531,2005,45263.3,"Ft","item variation & DGP deflator",NA,"fabi","Apr 10 2007  2:55PM",1,NA,"",NA,"AFN","fabi",""
2,618,5531,2005,45263.3,"Ft","Core?",NA,"fabi","Feb 20 2008  3:50PM",2,NA,"",NA,"AFN","fabi",""
2,618,5531,2005,25675,"Fm","average fruit price",NA,"fabi","May  7 2008  5:34PM",3,NA,"",NA,"AFN","fabi",""
2,618,5531,2006,28261,"Fm","based on GDP deflator",NA,"fabi","May  7 2008  5:34PM",1,NA,"",NA,"AFN","fabi",""
2,618,5532,1991,102866,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,618,5532,1992,102866,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,618,5532,1993,102866,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,618,5532,1994,12244.2,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,618,5532,1995,11600.9,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,618,5532,1996,5234.8,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,618,5532,1997,5453,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
2,618,5532,1998,6642.78,"F","AQ 2004",NA,"FAOSTAT","Dec  1 2006 12:00AM",1,NA,"",NA,"USD","FAOSTAT","N"
