timepointyears,geographicaream49,toi_aff
2005,894,0.2787
2006,894,0.216
2007,894,0.3649
2008,894,0.3477
2009,894,0.3002
2010,894,0.3492
2011,894,0.428
2012,894,0.5549
2013,894,0.5479
2014,894,0.6474
2015,894,1.1847
2016,894,0.7129
2017,894,1.0773
2018,894,1.2738
1995,56,5.972
1996,56,8.2216
1997,56,9.4067
1998,56,10.0467
1999,56,10.9892
2000,56,10.1879
2001,56,11.282
2002,56,11.9391
2003,56,11.7269
2004,56,11.6197
2005,56,14.3211
2006,56,13.2928
2007,56,14.0807
2008,56,19.1211
2009,56,19.7303
2010,56,16.7651
2011,56,21.6678
2012,56,18.2463
2013,56,22.4341
2014,56,22.2478
2015,56,20.1446
2016,56,22.4867
2017,56,22.7863
2018,56,27.4815
1995,442,3.4799
1996,442,4.6269
1997,442,6.1747
1998,442,5.71
1999,442,6.2808
2000,442,7.0164
2001,442,8.6333
2002,442,6.9813
2003,442,10.7865
2004,442,9.7386
2005,442,15.5721
2006,442,16.1139
2007,442,12.3214
2008,442,18.0236
2009,442,24.6503
2010,442,23.0654
2011,442,19.8603
2012,442,15.2954
2013,442,18.0105
2014,442,16.9713
2015,442,24.9152
2016,442,22.5684
2017,442,17.7595
2018,442,17.8766
1995,660,0.3029
1996,660,5.1255
1997,660,0.9186
1998,660,2.133
1999,660,3.2571
2000,660,2.3952
2001,660,3.1961
2002,660,2.3364
2003,660,2.5677
2004,660,2.7641
2005,660,3.6049
2006,660,4.5765
2007,660,2.2953
2008,660,2.0223
2009,660,3.0623
2010,660,3.1926
2011,660,2.3275
2012,660,2.3697
2013,660,2.1691
2014,660,2.6451
2015,660,3.2401
2016,660,2.3819
2017,660,4.0017
2018,660,2.6348
1970,96,1.2361
1971,96,1.4429
1972,96,1.4342
1973,96,1.4708
1974,96,1.3122
1975,96,1.5079
1976,96,1.7616
1977,96,1.9585
1978,96,1.8147
1979,96,1.7667
1980,96,1.9818
1981,96,2.6418
1982,96,2.3004
1983,96,2.3409
1984,96,2.3759
1985,96,2.3811
1986,96,2.2333
1987,96,2.3863
1988,96,2.4509
1989,96,2.1121
1990,96,2.3158
1991,96,2.0386
1992,96,2.1044
1993,96,2.1345
1994,96,2.1255
1995,96,2.1205
1996,96,2.3251
1997,96,1.894
1998,96,2.3528
1999,96,2.145
2000,96,1.8139
2001,96,2.024
2002,96,2.3565
2003,96,2.3432
2004,96,1.4577
2005,96,1.6433
2006,96,1.8825
2007,96,1.2413
2008,96,1.4582
2009,96,1.3887
2010,96,1.5386
2011,96,1.5835
2012,96,1.7699
2013,96,2.3095
2014,96,2.5015
2015,96,2.035
2016,96,2.3537
2017,96,2.4108
2018,96,2.5364
1970,100,0.6666
1971,100,0.6347
1972,100,0.5595
1973,100,0.481
1974,100,0.595
1975,100,0.5241
1976,100,0.5039
1977,100,0.3931
1978,100,0.4397
1979,100,0.4631
1980,100,0.4186
1981,100,0.4647
1982,100,0.3893
1983,100,0.4276
1984,100,0.3765
1985,100,0.8618
1986,100,0.6081
1987,100,0.6551
1988,100,0.6527
1989,100,0.7063
1990,100,0.3581
1991,100,0.2405
1992,100,0.3056
1993,100,0.4678
1994,100,0.4259
1995,100,0.6093
1996,100,0.4379
1997,100,0.3022
1998,100,0.3786
1999,100,0.4128
2000,100,0.4022
2001,100,0.4332
2002,100,0.6645
2003,100,0.4861
2004,100,0.6352
2005,100,0.7809
2006,100,0.8405
2007,100,0.9705
2008,100,1.1264
2009,100,1.4057
2010,100,1.7787
2011,100,1.7669
2012,100,1.9085
2013,100,2.5419
2014,100,2.2157
2015,100,2.3275
2016,100,2.5
2017,100,2.3469
2018,100,2.6622
2008,688,0.6722
2009,688,0.7298
2010,688,0.8393
2011,688,0.7641
2012,688,1.165
2013,688,1.0348
2014,688,1.1515
2015,688,1.4495
2016,688,1.3163
2017,688,1.4914
2018,688,1.3596
2008,499,1.5601
2009,499,1.4012
2010,499,1.5016
2011,499,1.5091
2012,499,1.7022
2013,499,1.5335
2014,499,1.7068
2015,499,1.436
2016,499,1.4949
2017,499,1.5981
2018,499,1.5415
2012,729,0.1022
2013,729,0.1226
2014,729,0.0866
2015,729,0.1232
2016,729,0.1524
2017,729,0.1207
2018,729,0.2739
1995,104,0.1156
1996,104,0.0905
1997,104,0.1059
1998,104,0.2698
1999,104,0.1257
2000,104,0.1313
2001,104,0.1628
2002,104,0.1667
2003,104,0.1431
2004,104,0.1371
2005,104,0.1735
2006,104,0.1828
2007,104,0.1933
2008,104,0.1753
2009,104,0.1472
2010,104,0.1171
2011,104,0.163
2012,104,0.2116
2013,104,0.2284
2014,104,0.2321
2015,104,0.3117
2016,104,0.4348
2017,104,0.451
2018,104,0.3624
2011,534,48.4188
2012,534,43.436
2013,534,90.3023
2014,534,81.3187
2015,534,82.3737
2016,534,90.5165
2017,534,93.3558
2018,534,97.8251
1970,108,0.0641
1971,108,0.0599
1972,108,0.0792
1973,108,0.0595
1974,108,0.0601
1975,108,0.0623
1976,108,0.0562
1977,108,0.0437
1978,108,0.0636
1979,108,0.07
1980,108,0.0509
1981,108,0.0605
1982,108,0.0775
1983,108,0.0618
1984,108,0.0743
1985,108,0.0746
1986,108,0.0785
1987,108,0.0678
1988,108,0.0803
1989,108,0.0577
1990,108,0.0602
1991,108,0.0728
1992,108,0.0777
1993,108,0.0523
1994,108,0.1083
1995,108,0.0931
1996,108,0.0431
1997,108,0.0548
1998,108,0.0736
1999,108,0.0489
2000,108,0.0634
2001,108,0.0772
2002,108,0.0595
2003,108,0.0912
2004,108,0.0869
2005,108,0.0899
2006,108,0.0851
2007,108,0.1151
2008,108,0.0921
2009,108,0.1386
2010,108,0.1044
2011,108,0.0945
2012,108,0.1733
2013,108,0.1101
2014,108,0.1323
2015,108,0.1248
2016,108,0.1533
2017,108,0.1825
2018,108,0.1649
1970,275,0.4039
1971,275,0.3688
1972,275,0.3486
1973,275,0.3097
1974,275,0.3238
1975,275,0.3782
1976,275,0.3743
1977,275,0.4131
1978,275,0.3391
1979,275,0.3457
1980,275,0.2866
1981,275,0.3285
1982,275,0.3932
1983,275,0.3538
1984,275,0.3929
1985,275,0.3566
1986,275,0.2467
1987,275,0.2101
1988,275,0.2004
1989,275,0.2275
1994,275,0.0262
1995,275,0.2867
1996,275,0.424
1997,275,0.5256
1998,275,0.4023
1999,275,0.4758
2000,275,0.5076
2001,275,0.5634
2002,275,0.6128
2003,275,0.592
2004,275,0.6125
2005,275,0.7008
2006,275,0.5351
2007,275,0.706
2008,275,0.5446
2009,275,0.4955
2010,275,0.4967
2011,275,0.4935
2012,275,0.4042
2013,275,0.4001
2014,275,0.6259
2015,275,0.5993
2016,275,0.5184
2017,275,0.4339
2018,275,0.4461
1995,8,0.2875
1996,8,0.2715
1997,8,0.2477
1998,8,0.3024
1999,8,0.356
2000,8,0.2427
2001,8,0.2445
2002,8,0.2691
2003,8,0.2606
2004,8,0.2666
2005,8,0.2644
2006,8,0.3036
2007,8,0.332
2008,8,0.3538
2009,8,0.3312
2010,8,0.3243
2011,8,0.3342
2012,8,0.3251
2013,8,0.3111
2014,8,0.2135
2015,8,0.2847
2016,8,0.2855
2017,8,0.2487
2018,8,0.2367
1970,120,0.3308
1971,120,0.3086
1972,120,0.2994
1973,120,0.3074
1974,120,0.3436
1975,120,0.2907
1976,120,0.3001
1977,120,0.2598
1978,120,0.2263
1979,120,0.2241
1980,120,0.201
1981,120,0.1767
1982,120,0.1686
1983,120,0.208
1984,120,0.2109
1985,120,0.1933
1986,120,0.2301
1987,120,0.2175
1988,120,0.2261
1989,120,0.2946
1990,120,0.3281
1991,120,0.2307
1992,120,0.2952
1993,120,0.2988
1994,120,0.2944
1995,120,0.3071
1996,120,0.2835
1997,120,0.28
1998,120,0.2498
1999,120,0.2816
2000,120,0.2848
2001,120,0.3076
2002,120,0.3164
2003,120,0.3345
2004,120,0.3231
2005,120,0.3391
2006,120,0.3348
2007,120,0.2953
2008,120,0.3127
2009,120,0.3238
2010,120,0.2954
2011,120,0.3029
2012,120,0.3192
2013,120,0.3405
2014,120,0.3106
2015,120,0.3102
2016,120,0.3002
2017,120,0.3146
2018,120,0.3206
1970,124,0.8848
1971,124,0.8963
1972,124,1.0818
1973,124,0.9409
1974,124,0.9407
1975,124,0.9492
1976,124,0.9396
1977,124,1.0227
1978,124,1.0522
1979,124,1.1259
1980,124,1.2422
1981,124,1.2251
1982,124,1.2766
1983,124,1.3357
1984,124,1.3377
1985,124,1.1202
1986,124,1.1248
1987,124,1.2624
1988,124,1.1707
1989,124,0.951
1990,124,1.0939
1991,124,1.2715
1992,124,1.3998
1993,124,1.2812
1994,124,1.407
1995,124,1.3257
1996,124,1.3365
1997,124,1.4765
1998,124,1.4258
1999,124,1.2955
2000,124,1.4199
2001,124,1.5423
2002,124,1.4399
2003,124,1.3456
2004,124,1.2601
2005,124,1.2846
2006,124,1.4372
2007,124,1.6157
2008,124,1.5651
2009,124,1.6769
2010,124,1.7089
2011,124,1.5998
2012,124,1.6185
2013,124,1.4195
2014,124,1.7099
2015,124,1.6402
2016,124,1.5615
2017,124,1.6172
2018,124,1.5495
1995,132,0.7649
1996,132,0.6179
1997,132,0.8666
1998,132,0.8209
1999,132,0.5332
2000,132,0.4859
2001,132,0.6591
2002,132,0.7014
2003,132,0.7221
2004,132,0.7523
2005,132,0.8675
2006,132,0.8207
2007,132,1.1184
2008,132,1.2196
2009,132,1.1226
2010,132,1.2954
2011,132,1.6348
2012,132,1.447
2013,132,1.3728
2014,132,1.5606
2015,132,1.2693
2016,132,1.3947
2017,132,2.1101
2018,132,2.3942
1995,136,9.9766
1996,136,7.2451
1997,136,6.7449
1998,136,8.434
1999,136,3.5965
2000,136,6.8943
2001,136,7.4162
2002,136,11.7553
2003,136,14.7613
2004,136,19.8772
2005,136,23.3718
2006,136,14.1045
2007,136,11.1618
2008,136,7.8975
2009,136,1.6044
2010,136,0.8901
2011,136,1.4606
2012,136,3.0094
2013,136,3.1245
2014,136,1.9718
2015,136,2.2644
2016,136,1.1236
2017,136,1.2035
2018,136,1.2294
1970,140,0.3606
1971,140,0.4045
1972,140,0.3867
1973,140,0.2872
1974,140,0.3615
1975,140,0.3127
1976,140,0.372
1977,140,0.304
1978,140,0.2401
1979,140,0.2123
1980,140,0.2716
1981,140,0.275
1982,140,0.2542
1983,140,0.2476
1984,140,0.2024
1985,140,0.2819
1986,140,0.2166
1987,140,0.1917
1988,140,0.2195
1989,140,0.2844
1990,140,0.2032
1991,140,0.1952
1992,140,0.1159
1993,140,0.1035
1994,140,0.1153
1995,140,0.2143
1996,140,0.2137
1997,140,0.1487
1998,140,0.176
1999,140,0.1192
2000,140,0.111
2001,140,0.0801
2002,140,0.1011
2003,140,0.0418
2004,140,0.0363
2005,140,0.0606
2006,140,0.0779
2007,140,0.0652
2008,140,0.0501
2009,140,0.0716
2010,140,0.0649
2011,140,0.0552
2012,140,0.0613
2013,140,0.0716
2014,140,0.1214
2015,140,0.0717
2016,140,0.2753
2017,140,0.0853
2018,140,0.0962
1970,144,0.6096
1971,144,0.5342
1972,144,0.5533
1973,144,0.5109
1974,144,0.4084
1975,144,0.5266
1976,144,0.444
1977,144,0.4475
1978,144,0.4199
1979,144,0.3935
1980,144,0.3416
1981,144,0.3787
1982,144,0.3751
1983,144,0.3946
1984,144,0.4098
1985,144,0.4632
1986,144,0.4711
1987,144,0.3845
1988,144,0.4053
1989,144,0.4699
1990,144,0.4123
1991,144,0.3953
1992,144,0.4285
1993,144,0.3347
1994,144,0.3136
1995,144,0.3874
1996,144,0.3742
1997,144,0.4258
1998,144,0.3914
1999,144,0.3847
2000,144,0.3802
2001,144,0.3929
2002,144,0.4694
2003,144,0.4565
2004,144,0.486
2005,144,0.5397
2006,144,0.5377
2007,144,0.486
2008,144,0.4607
2009,144,0.4163
2010,144,0.4571
2011,144,0.4569
2012,144,0.4177
2013,144,0.3375
2014,144,0.3866
2015,144,0.3567
2016,144,0.3481
2017,144,0.4084
2018,144,0.3869
1970,148,0.1753
1971,148,0.1652
1972,148,0.1737
1973,148,0.2032
1974,148,0.1992
1975,148,0.1611
1976,148,0.1645
1977,148,0.1758
1978,148,0.1538
1979,148,0.1845
1980,148,0.1379
1981,148,0.1659
1982,148,0.2399
1983,148,0.2416
1984,148,0.3063
1985,148,0.1796
1986,148,0.1359
1987,148,0.1253
1988,148,0.1531
1989,148,0.1642
1990,148,0.1772
1991,148,0.1903
1992,148,0.2236
1993,148,0.1527
1994,148,0.1004
1995,148,0.1643
1996,148,0.1482
1997,148,0.1642
1998,148,0.1422
1999,148,0.1328
2000,148,0.1744
2001,148,0.1105
2002,148,0.1172
2003,148,0.0967
2004,148,0.0938
2005,148,0.0925
2006,148,0.1077
2007,148,0.0851
2008,148,0.0712
2009,148,0.0638
2010,148,0.0422
2011,148,0.0504
2012,148,0.0607
2013,148,0.0541
2014,148,0.0498
2015,148,0.0607
2016,148,0.0468
2017,148,0.0326
2018,148,0.035
1970,12,0.6829
1971,12,0.4429
1972,12,0.5257
1973,12,0.6784
1974,12,0.6045
1975,12,0.4705
1976,12,0.5216
1977,12,0.6056
1978,12,0.6442
1979,12,0.5311
1980,12,0.4995
1981,12,0.4501
1982,12,0.6016
1983,12,0.6244
1984,12,0.5826
1985,12,0.6352
1986,12,0.5505
1987,12,0.427
1988,12,0.5685
1989,12,0.7097
1990,12,0.5001
1991,12,0.4149
1992,12,0.3918
1993,12,0.4665
1994,12,0.6158
1995,12,0.468
1996,12,0.2687
1997,12,0.4125
1998,12,0.372
1999,12,0.4822
2000,12,0.4953
2001,12,0.4176
2002,12,0.5306
2003,12,0.3787
2004,12,0.3837
2005,12,0.4084
2006,12,0.36
2007,12,0.3558
2008,12,0.4238
2009,12,0.3301
2010,12,0.3151
2011,12,0.3955
2012,12,0.3424
2013,12,0.3425
2014,12,0.3853
2015,12,0.3842
2016,12,0.371
2017,12,0.3635
2018,12,0.3424
1970,152,0.3837
1971,152,0.4307
1972,152,0.4536
1973,152,0.5525
1974,152,0.8121
1975,152,0.5336
1976,152,0.8302
1977,152,0.7543
1978,152,0.897
1979,152,0.8397
1980,152,0.9272
1981,152,0.8574
1982,152,0.8729
1983,152,0.8916
1984,152,0.7571
1985,152,0.5994
1986,152,0.6108
1987,152,0.5954
1988,152,0.6451
1989,152,0.6185
1990,152,0.6863
1991,152,0.7777
1992,152,0.7816
1993,152,0.7479
1994,152,0.7916
1995,152,0.8414
1996,152,0.8793
1997,152,0.9143
1998,152,0.9843
1999,152,1.0467
2000,152,0.9677
2001,152,0.947
2002,152,0.8822
2003,152,0.9947
2004,152,0.9101
2005,152,0.8394
2006,152,0.9043
2007,152,1.0153
2008,152,0.8939
2009,152,0.9024
2010,152,0.9393
2011,152,0.9073
2012,152,0.9546
2013,152,0.9451
2014,152,0.9085
2015,152,0.8716
2016,152,0.8488
2017,152,0.9059
2018,152,0.9986
1970,1248,0.0309
1971,1248,0.0247
1972,1248,0.031
1973,1248,0.0393
1974,1248,0.035
1975,1248,0.0252
1976,1248,0.0201
1977,1248,0.0345
1978,1248,0.0382
1979,1248,0.0448
1980,1248,0.0506
1981,1248,0.0493
1982,1248,0.0491
1983,1248,0.0422
1984,1248,0.0349
1985,1248,0.0426
1986,1248,0.0513
1987,1248,0.0613
1988,1248,0.0628
1989,1248,0.0578
1990,1248,0.049
1991,1248,0.0568
1992,1248,0.0558
1993,1248,0.0494
1994,1248,0.0516
1995,1248,0.0464
1996,1248,0.0354
1997,1248,0.0394
1998,1248,0.038
1999,1248,0.0358
2000,1248,0.0511
2001,1248,0.0484
2002,1248,0.0535
2003,1248,0.0713
2004,1248,0.0595
2005,1248,0.0663
2006,1248,0.0632
2007,1248,0.0675
2008,1248,0.0611
2009,1248,0.0684
2010,1248,0.0789
2011,1248,0.0751
2012,1248,0.0857
2013,1248,0.0872
2014,1248,0.0912
2015,1248,0.1013
2016,1248,0.0917
2017,1248,0.0966
2018,1248,0.1052
1970,170,0.1704
1971,170,0.1741
1972,170,0.1688
1973,170,0.1577
1974,170,0.1596
1975,170,0.1835
1976,170,0.1635
1977,170,0.1511
1978,170,0.1893
1979,170,0.1963
1980,170,0.2278
1981,170,0.1902
1982,170,0.2158
1983,170,0.2173
1984,170,0.2219
1985,170,0.2065
1986,170,0.2166
1987,170,0.1941
1988,170,0.1967
1989,170,0.1903
1990,170,0.2236
1991,170,0.2262
1992,170,0.2817
1993,170,0.2909
1994,170,0.3041
1995,170,0.2671
1996,170,0.3247
1997,170,0.3422
1998,170,0.366
1999,170,0.3661
2000,170,0.3658
2001,170,0.3468
2002,170,0.3538
2003,170,0.3497
2004,170,0.3437
2005,170,0.3584
2006,170,0.365
2007,170,0.3633
2008,170,0.3534
2009,170,0.3681
2010,170,0.3476
2011,170,0.3596
2012,170,0.3564
2013,170,0.3239
2014,170,0.3428
2015,170,0.3477
2016,170,0.3521
2017,170,0.3548
2018,170,0.3545
1970,174,0.4025
1971,174,0.4201
1972,174,0.2829
1973,174,0.355
1974,174,0.3426
1975,174,0.1646
1976,174,0.2045
1977,174,0.1393
1978,174,0.2036
1979,174,0.2431
1980,174,0.1288
1981,174,0.2178
1982,174,0.1525
1983,174,0.1704
1984,174,0.202
1985,174,0.1569
1986,174,0.1639
1987,174,0.1308
1988,174,0.1364
1989,174,0.1428
1990,174,0.1317
1991,174,0.1837
1992,174,0.1428
1993,174,0.1595
1994,174,0.1999
1995,174,0.158
1996,174,0.1369
1997,174,0.1508
1998,174,0.1085
1999,174,0.1331
2000,174,0.0947
2001,174,0.1085
2002,174,0.1698
2003,174,0.1493
2004,174,0.1745
2005,174,0.208
2006,174,0.1985
2007,174,0.267
2008,174,0.2364
2009,174,0.2277
2010,174,0.2874
2011,174,0.2433
2012,174,0.2958
2013,174,0.243
2014,174,0.3073
2015,174,0.2731
2016,174,0.2913
2017,174,0.2462
2018,174,0.2353
1970,178,0.3226
1971,178,0.2411
1972,178,0.251
1973,178,0.2199
1974,178,0.2092
1975,178,0.2285
1976,178,0.2019
1977,178,0.2386
1978,178,0.1897
1979,178,0.2221
1980,178,0.2078
1981,178,0.1885
1982,178,0.2285
1983,178,0.2422
1984,178,0.354
1985,178,0.3206
1986,178,0.2655
1987,178,0.2201
1988,178,0.2658
1989,178,0.1914
1990,178,0.1844
1991,178,0.3056
1992,178,0.382
1993,178,0.3717
1994,178,0.2559
1995,178,0.3073
1996,178,0.26
1997,178,0.3807
1998,178,0.5026
1999,178,0.4993
2000,178,0.5872
2001,178,0.627
2002,178,0.596
2003,178,0.5298
2004,178,0.5415
2005,178,0.4033
2006,178,0.3941
2007,178,0.4416
2008,178,0.3449
2009,178,0.4913
2010,178,0.3725
2011,178,0.7265
2012,178,0.2967
2013,178,0.3676
2014,178,0.3804
2015,178,0.5881
2016,178,0.5895
2017,178,0.5176
2018,178,0.3727
1970,184,1.2362
1971,184,1.2456
1972,184,1.1875
1973,184,1.4183
1974,184,1.27
1975,184,1.7537
1976,184,2.0284
1977,184,1.2859
1978,184,1.3134
1979,184,2.2903
1980,184,2.6772
1981,184,3.7557
1982,184,4.1951
1983,184,4.1057
1984,184,4.5456
1985,184,4.4564
1986,184,4.0029
1987,184,4.4467
1988,184,4.7868
1989,184,3.6049
1990,184,1.8468
1991,184,2.4511
1992,184,2.3114
1993,184,2.24
1994,184,2.1325
1995,184,1.9175
1996,184,1.7282
1997,184,2.156
1998,184,1.348
1999,184,1.1438
2000,184,1.081
2001,184,1.2317
2002,184,0.9607
2003,184,1.083
2004,184,1.5798
2005,184,1.7449
2006,184,1.821
2007,184,1.9647
2008,184,1.6796
2009,184,1.8107
2010,184,1.9729
2011,184,2.284
2012,184,1.7872
2013,184,2.0651
2014,184,2.9031
2015,184,2.822
2016,184,3.1982
2017,184,3.0291
2018,184,2.8648
1970,188,0.7085
1971,188,0.7246
1972,188,0.7703
1973,188,0.806
1974,188,0.7518
1975,188,0.7387
1976,188,0.7118
1977,188,0.6851
1978,188,0.6906
1979,188,0.6929
1980,188,0.6837
1981,188,0.6656
1982,188,0.6716
1983,188,0.6591
1984,188,0.6325
1985,188,0.5315
1986,188,0.5463
1987,188,0.6089
1988,188,0.644
1989,188,0.7212
1990,188,0.7746
1991,188,0.7978
1992,188,0.7834
1993,188,0.7993
1994,188,0.9182
1995,188,0.9065
1996,188,0.9526
1997,188,0.9078
1998,188,0.9462
1999,188,0.9039
2000,188,0.9194
2001,188,0.9094
2002,188,0.9574
2003,188,0.962
2004,188,1.0186
2005,188,0.9574
2006,188,1.0864
2007,188,1.0963
2008,188,1.0792
2009,188,1.0598
2010,188,1.0398
2011,188,1.091
2012,188,1.0832
2013,188,1.1254
2014,188,1.1698
2015,188,1.1635
2016,188,1.2271
2017,188,1.2644
2018,188,1.4804
1970,192,1.6935
1971,192,1.3278
1972,192,1.0176
1973,192,1.1085
1974,192,1.2627
1975,192,1.1848
1976,192,1.151
1977,192,1.141
1978,192,1.2096
1979,192,1.1925
1980,192,1.1943
1981,192,1.058
1982,192,1.0262
1983,192,0.9314
1984,192,0.8671
1985,192,0.9193
1986,192,0.8524
1987,192,0.8331
1988,192,0.8769
1989,192,0.8619
1990,192,0.962
1991,192,1.1677
1992,192,1.1241
1993,192,0.9771
1994,192,0.923
1995,192,0.7908
1996,192,0.8453
1997,192,0.8109
1998,192,0.7666
1999,192,0.778
2000,192,0.7639
2001,192,0.7136
2002,192,0.7359
2003,192,0.5695
2004,192,0.613
2005,192,0.5971
2006,192,0.6188
2007,192,0.5663
2008,192,0.5792
2009,192,0.5054
2010,192,0.513
2011,192,0.5177
2012,192,0.4999
2013,192,0.5085
2014,192,0.5795
2015,192,0.6152
2016,192,0.6119
2017,192,0.6049
2018,192,0.5183
1970,196,1.0111
1971,196,0.8447
1972,196,0.9354
1973,196,1.7925
1974,196,1.0404
1975,196,0.9769
1976,196,1.1743
1977,196,1.3919
1978,196,1.2409
1979,196,1.3459
1980,196,1.2628
1981,196,1.4579
1982,196,1.4823
1983,196,1.6766
1984,196,1.5552
1985,196,1.3781
1986,196,1.5299
1987,196,1.4322
1988,196,1.2231
1989,196,1.3214
1990,196,1.4785
1991,196,1.7686
1992,196,1.2718
1993,196,1.281
1994,196,1.5309
1995,196,1.457
1996,196,1.4582
1997,196,1.5128
1998,196,1.3236
1999,196,1.2803
2000,196,1.3421
2001,196,1.2268
2002,196,1.1514
2003,196,1.2454
2004,196,1.1363
2005,196,1.33
2006,196,1.4817
2007,196,1.616
2008,196,1.8765
2009,196,1.8681
2010,196,1.7256
2011,196,1.726
2012,196,1.5717
2013,196,1.7112
2014,196,2.1496
2015,196,1.9667
2016,196,1.813
2017,196,1.9583
2018,196,1.9353
1992,31,0.1911
1993,31,0.2081
1994,31,0.2339
1995,31,0.1629
1996,31,0.2173
1997,31,0.2037
1998,31,0.2133
1999,31,0.1999
2000,31,0.1877
2001,31,0.157
2002,31,0.1959
2003,31,0.247
2004,31,0.2818
2005,31,0.2959
2006,31,0.3532
2007,31,0.4774
2008,31,0.4289
2009,31,0.3648
2010,31,0.4251
2011,31,0.3977
2012,31,0.3515
2013,31,0.3453
2014,31,0.3252
2015,31,0.2531
2016,31,0.272
2017,31,0.2932
2018,31,0.2799
1970,204,0.439
1971,204,0.6235
1972,204,0.5024
1973,204,0.4112
1974,204,0.3998
1975,204,0.3163
1976,204,0.4199
1977,204,0.3696
1978,204,0.1561
1979,204,0.241
1980,204,0.31
1981,204,0.3087
1982,204,0.2857
1983,204,0.3243
1984,204,0.3003
1985,204,0.2797
1986,204,0.2732
1987,204,0.3523
1988,204,0.2671
1989,204,0.249
1990,204,0.3757
1991,204,0.3789
1992,204,0.5654
1993,204,0.4649
1994,204,0.5072
1995,204,0.4847
1996,204,0.4612
1997,204,0.3959
1998,204,0.436
1999,204,0.4327
2000,204,0.3695
2001,204,0.3125
2002,204,0.3914
2003,204,0.4479
2004,204,0.3381
2005,204,0.4636
2006,204,0.6752
2007,204,0.7112
2008,204,0.6926
2009,204,0.71
2010,204,0.9568
2011,204,0.7582
2012,204,0.539
2013,204,0.8366
2014,204,0.7669
2015,204,0.6821
2016,204,0.6804
2017,204,0.8516
2018,204,0.903
1970,208,6.7722
1971,208,5.8208
1972,208,5.9732
1973,208,6.3542
1974,208,6.0938
1975,208,6.7435
1976,208,7.7346
1977,208,6.9517
1978,208,7.963
1979,208,7.4338
1980,208,7.5801
1981,208,6.6314
1982,208,6.3089
1983,208,7.1011
1984,208,6.396
1985,208,7.2227
1986,208,7.7283
1987,208,8.2198
1988,208,8.5923
1989,208,7.6203
1990,208,8.6171
1991,208,8.5609
1992,208,8.3104
1993,208,6.4824
1994,208,6.1323
1995,208,5.9871
1996,208,5.6667
1997,208,5.9276
1998,208,5.8933
1999,208,6.1932
2000,208,5.7429
2001,208,5.498
2002,208,6.3413
2003,208,6.217
2004,208,5.5632
2005,208,5.6782
2006,208,5.9787
2007,208,5.6993
2008,208,7.5273
2009,208,8.5105
2010,208,6.9455
2011,208,7.6956
2012,208,6.4764
2013,208,6.6038
2014,208,5.8494
2015,208,7.0849
2016,208,7.7965
2017,208,6.9745
2018,208,9.3141
1970,212,0.875
1971,212,0.8346
1972,212,0.7813
1973,212,0.5795
1974,212,0.5698
1975,212,0.5372
1976,212,0.5777
1977,212,0.5329
1978,212,0.5668
1979,212,0.4061
1980,212,0.4033
1981,212,0.5553
1982,212,0.5605
1983,212,0.5928
1984,212,0.6507
1985,212,0.622
1986,212,0.7287
1987,212,0.7862
1988,212,0.8592
1989,212,0.8594
1990,212,0.875
1991,212,0.8432
1992,212,0.8606
1993,212,0.8398
1994,212,0.7292
1995,212,0.738
1996,212,0.9056
1997,212,0.7987
1998,212,0.7182
1999,212,0.6759
2000,212,0.721
2001,212,0.6751
2002,212,0.5794
2003,212,0.5737
2004,212,0.6034
2005,212,0.527
2006,212,0.5896
2007,212,0.5755
2008,212,0.5461
2009,212,0.4459
2010,212,0.4208
2011,212,0.3549
2012,212,0.2431
2013,212,0.3663
2014,212,0.2552
2015,212,0.3179
2016,212,0.304
2017,212,0.355
2018,212,0.5847
1970,214,0.7931
1971,214,0.9468
1972,214,1.016
1973,214,0.9168
1974,214,0.9202
1975,214,0.8837
1976,214,0.8737
1977,214,0.9213
1978,214,0.7755
1979,214,0.8242
1980,214,0.6944
1981,214,0.7336
1982,214,0.655
1983,214,0.6966
1984,214,0.6641
1985,214,0.6529
1986,214,0.5594
1987,214,0.6048
1988,214,0.6191
1989,214,0.6129
1990,214,0.6192
1991,214,0.5848
1992,214,0.5636
1993,214,0.6207
1994,214,0.6509
1995,214,0.5899
1996,214,0.608
1997,214,0.6808
1998,214,0.5959
1999,214,0.5954
2000,214,0.6662
2001,214,0.5798
2002,214,0.5542
2003,214,0.534
2004,214,0.4974
2005,214,0.5661
2006,214,0.6159
2007,214,0.6094
2008,214,0.5751
2009,214,0.5341
2010,214,0.575
2011,214,0.5147
2012,214,0.5759
2013,214,0.5603
2014,214,0.6205
2015,214,0.5952
2016,214,0.5603
2017,214,0.4925
2018,214,0.5058
1992,112,1.0202
1993,112,0.6711
1994,112,0.5148
1995,112,0.617
1996,112,0.7038
1997,112,0.8277
1998,112,0.8833
1999,112,1.1529
2000,112,1.2371
2001,112,0.9477
2002,112,1.0636
2003,112,0.9959
2004,112,0.9987
2005,112,0.9638
2006,112,0.897
2007,112,0.8136
2008,112,0.777
2009,112,0.8546
2010,112,0.9665
2011,112,0.9213
2012,112,1.0947
2013,112,1.2456
2014,112,1.5059
2015,112,1.8192
2016,112,1.6766
2017,112,1.5978
2018,112,1.7121
1970,218,0.2395
1971,218,0.2594
1972,218,0.2742
1973,218,0.2693
1974,218,0.2496
1975,218,0.2423
1976,218,0.19
1977,218,0.2382
1978,218,0.2788
