from_currency,to_currency,timePointYears,split_year,Value
AED,USD,2019,0,0.2722940776
AED,USD,2018,0,0.2722940776
AED,USD,2017,0,0.2722940776
AED,USD,2016,0,0.2722940776
AED,USD,2015,0,0.2722940776
AED,USD,2014,0,0.2722940776
AED,USD,2013,0,0.2722940776
AED,USD,2012,0,0.2722940776
AED,USD,2011,0,0.2722940776
AED,USD,2010,0,0.2722940776
AED,USD,2009,0,0.2722900000
AED,USD,2008,0,0.2722940800
AED,USD,2007,0,0.2722940800
AED,USD,2006,0,0.2722900000
AED,USD,2005,0,0.2722900000
AED,USD,2004,0,0.2722900000
AED,USD,2003,0,0.2722900000
AED,USD,2002,0,0.2722800000
AED,USD,2001,0,0.2722940000
AED,USD,2000,0,0.2722900000
AED,USD,1999,0,0.2722934000
AED,USD,1998,0,0.2724100000
AED,USD,1997,0,0.2724100000
AED,USD,1996,0,0.2724100000
AED,USD,1995,0,0.2724100000
AED,USD,1994,0,0.2724100000
AED,USD,1993,0,0.2724100000
AED,USD,1992,0,0.2724100000
AED,USD,1991,0,0.2724100000
AED,USD,1990,0,0.2724100000
AED,USD,1989,0,0.2724100000
AED,USD,1988,0,0.2724100000
AED,USD,1987,0,0.2724100000
AED,USD,1986,0,0.2724100000
AED,USD,1985,0,0.2724100000
AED,USD,1984,0,0.2724100000
AED,USD,1983,0,0.2724100000
AED,USD,1982,0,0.2724100000
AED,USD,1981,0,0.2724100000
AED,USD,1980,0,0.2697500000
AED,USD,1979,0,0.2620900000
AED,USD,1978,0,0.2583000000
AED,USD,1977,0,0.2556000000
AED,USD,1976,0,0.2531600000
AFA,USD,2002,0,0.0003300000
AFA,USD,2001,0,0.0003300000
AFA,USD,2000,0,0.0003300000
AFA,USD,1999,0,0.0003300000
AFA,USD,1998,0,0.0003300000
AFA,USD,1997,0,0.0003300000
AFA,USD,1996,0,0.0051730000
AFA,USD,1995,0,0.0197630000
AFA,USD,1994,0,0.0197630000
AFA,USD,1993,0,0.1976300000
AFA,USD,1992,0,0.1976300000
AFA,USD,1991,0,0.1976300000
AFA,USD,1990,0,0.1976300000
AFA,USD,1989,0,0.1976300000
AFA,USD,1988,0,0.1976300000
AFA,USD,1987,0,0.1976300000
AFA,USD,1986,0,0.1976300000
AFA,USD,1985,0,0.1976300000
AFA,USD,1984,0,0.1976300000
AFA,USD,1983,0,0.1976300000
AFA,USD,1982,0,0.1976300000
AFA,USD,1981,0,0.2013700000
AFA,USD,1980,0,0.2259000000
AFA,USD,1979,0,0.2295100000
AFA,USD,1978,0,0.2222200000
AFA,USD,1977,0,0.2222200000
AFA,USD,1976,0,0.2222200000
AFN,USD,2019,0,0.0128637301
AFN,USD,2018,0,0.0138728490
AFN,USD,2017,0,0.0147000663
AFN,USD,2016,0,0.0147349002
AFN,USD,2015,0,0.0163549785
AFN,USD,2014,0,0.0174680117
AFN,USD,2013,0,0.0180578755
AFN,USD,2012,0,0.0196381089
AFN,USD,2011,0,0.0213917435
AFN,USD,2010,0,0.0215273847
AFN,USD,2009,0,0.0199184700
AFN,USD,2008,0,0.0199067300
AFN,USD,2007,0,0.0200153600
AFN,USD,2006,0,0.0200303000
AFN,USD,2005,0,0.0169100000
AFN,USD,2004,0,0.0003300000
AFN,USD,2003,0,0.0003300000
ALL,USD,2019,0,0.0091032537
ALL,USD,2018,0,0.0092601881
ALL,USD,2017,0,0.0083963056
ALL,USD,2016,0,0.0080552591
ALL,USD,2015,0,0.0079389232
ALL,USD,2014,0,0.0094804702
ALL,USD,2013,0,0.0094634985
ALL,USD,2012,0,0.0092434968
ALL,USD,2011,0,0.0099112121
ALL,USD,2010,0,0.0096212437
ALL,USD,2009,0,0.0105400000
ALL,USD,2008,0,0.0119813000
ALL,USD,2007,0,0.0110853600
ALL,USD,2006,0,0.0102000000
ALL,USD,2005,0,0.0100130100
ALL,USD,2004,0,0.0097295000
ALL,USD,2003,0,0.0082300000
ALL,USD,2002,0,0.0071352000
ALL,USD,2001,0,0.0069690000
ALL,USD,2000,0,0.0069640000
ALL,USD,1999,0,0.0072689000
ALL,USD,1998,0,0.0066390000
ALL,USD,1997,0,0.0068120000
ALL,USD,1996,0,0.0095950000
ALL,USD,1995,0,0.0187260000
ALL,USD,1994,0,0.0106010000
ALL,USD,1993,0,0.0097800000
ALL,USD,1992,0,0.0133300000
ALL,USD,1990,0,0.1818200000
ALL,USD,1989,0,0.1886800000
ALL,USD,1988,0,0.1779400000
ALL,USD,1987,0,0.1818200000
ALL,USD,1986,0,0.1462000000
ALL,USD,1985,0,0.1424500000
AMD,USD,2019,0,0.0020814031
AMD,USD,2018,0,0.0020704450
AMD,USD,2017,0,0.0020716098
AMD,USD,2016,0,0.0020812168
AMD,USD,2015,0,0.0020924078
AMD,USD,2014,0,0.0024043097
AMD,USD,2013,0,0.0024412528
AMD,USD,2012,0,0.0024890236
AMD,USD,2011,0,0.0026845574
AMD,USD,2010,0,0.0026762264
AMD,USD,2009,0,0.0027700000
AMD,USD,2008,0,0.0032685100
AMD,USD,2007,0,0.0029315500
AMD,USD,2006,0,0.0024200000
AMD,USD,2004,0,0.0018800000
AMD,USD,2003,0,0.0017300000
AMD,USD,2002,0,0.0017400000
AMD,USD,2001,0,0.0018010000
AMD,USD,2000,0,0.0018540000
AMD,USD,1999,0,0.0018692000
AMD,USD,1998,0,0.0019800000
AMD,USD,1997,0,0.0020400000
AMD,USD,1996,0,0.0024200000
ANG,USD,2019,0,0.5586592179
ANG,USD,2018,0,0.5586592179
ANG,USD,2017,0,0.5586592179
ANG,USD,2016,0,0.5586592179
ANG,USD,2015,0,0.5586592179
ANG,USD,2014,0,0.5586592179
ANG,USD,2013,0,0.5586592179
ANG,USD,2012,0,0.5586592179
ANG,USD,2011,0,0.5586592179
ANG,USD,2009,0,0.5586592179
ANG,USD,2008,0,0.5586592179
ANG,USD,2007,0,0.5586592200
ANG,USD,2006,0,0.5586592200
ANG,USD,2005,0,0.5587000000
ANG,USD,2004,0,0.5587000000
ANG,USD,2003,0,0.5587000000
ANG,USD,2002,0,0.5587000000
ANG,USD,2001,0,0.5587000000
ANG,USD,2000,0,0.5587000000
ANG,USD,1999,0,0.5587000000
ANG,USD,1998,0,0.5587000000
ANG,USD,1997,0,0.5587000000
ANG,USD,1996,0,0.5587000000
ANG,USD,1995,0,0.5587000000
ANG,USD,1994,0,0.5587000000
ANG,USD,1993,0,0.5587000000
ANG,USD,1992,0,0.5587000000
ANG,USD,1991,0,0.5587000000
ANG,USD,1990,0,0.5587000000
ANG,USD,1989,0,0.5576330000
ANG,USD,1988,0,0.5555000000
ANG,USD,1987,0,0.5555000000
ANG,USD,1986,0,0.5555000000
ANG,USD,1985,0,0.5555000000
ANG,USD,1984,0,0.5555000000
ANG,USD,1983,0,0.5555600000
ANG,USD,1982,0,0.5555600000
ANG,USD,1981,0,0.5555600000
ANG,USD,1980,0,0.5555600000
ANG,USD,1979,0,0.5555600000
ANG,USD,1978,0,0.5555600000
ANG,USD,1977,0,0.5555600000
ANG,USD,1976,0,0.5555560000
ANG,USD,1975,0,0.5554653240
ANG,USD,1974,0,0.5571207430
ANG,USD,1973,0,0.5582959640
ANG,USD,1972,0,0.5586833140
ANG,USD,1971,0,0.5302093250
ANG,USD,1970,0,0.5302640000
ANG,USD,1969,0,0.5302640000
ANG,USD,1968,0,0.5302640000
ANG,USD,1967,0,0.5302640000
ANG,USD,1966,0,0.5302640000
ANG,USD,1965,0,0.5302640000
ANG,USD,1964,0,0.5302640000
ANG,USD,1963,0,0.5302640000
ANG,USD,1962,0,0.5302640000
ANG,USD,1961,0,0.5302640000
ANG,USD,1960,0,0.5302640000
ANG,USD,1959,0,0.5302640000
ANG,USD,1958,0,0.5302640000
ANG,USD,1957,0,0.5302640000
ANG,USD,1956,0,0.5302640000
ANG,USD,1955,0,0.5306439100
ANG,USD,1954,0,0.5300859600
ANG,USD,1953,0,0.5302640000
AOA,USD,2019,0,0.0027410342
AOA,USD,2018,0,0.0039548241
AOA,USD,2017,0,0.0060271481
AOA,USD,2016,0,0.0061103617
AOA,USD,2015,0,0.0083291201
AOA,USD,2014,0,0.0101726899
AOA,USD,2013,0,0.0103607317
AOA,USD,2012,0,0.0104747189
AOA,USD,2011,0,0.0106456876
AOA,USD,2010,0,0.0108807155
AOA,USD,2009,0,0.0126400000
AOA,USD,2008,0,0.0133274100
AOA,USD,2007,0,0.0130488600
AOA,USD,2006,0,0.0124400000
AOA,USD,2004,0,0.0119800000
AOA,USD,2003,0,0.0135300000
AOA,USD,2002,0,0.0236100000
AOA,USD,2001,0,0.0453350000
AOA,USD,2000,0,0.1140700000
AOK,USD,1990,0,0.0334200000
AOK,USD,1989,0,0.0334250000
AOK,USD,1988,0,0.0334250000
AOK,USD,1987,0,0.0337610000
AOK,USD,1986,0,0.0337610000
AOK,USD,1985,0,0.0337610000
AOK,USD,1984,0,0.0337610000
AOK,USD,1983,0,0.0337610000
AOK,USD,1982,0,0.0337610000
AOK,USD,1981,0,0.0337610000
AOK,USD,1980,0,0.0337610000
AOK,USD,1979,0,0.0337610000
AOK,USD,1978,0,0.0337610000
AOK,USD,1977,0,0.0337610000
AOK,USD,1976,0,0.0337610000
AON,USD,1999,0,0.0000009000
AON,USD,1998,0,0.0000029000
AON,USD,1997,0,0.0000044000
AON,USD,1991,0,0.0122700000
ARA,USD,1991,0,0.0001000000
ARA,USD,1990,0,0.0002000000
ARA,USD,1989,0,0.0022000000
ARA,USD,1988,0,0.1380000000
ARA,USD,1987,0,0.5240000000
ARA,USD,1986,0,1.0920000000
ARA,USD,1985,0,2.1450000000
ARS,USD,2019,0,0.0207693414
ARS,USD,2018,0,0.0355935325
ARS,USD,2017,0,0.0603766042
ARS,USD,2016,0,0.0677590552
ARS,USD,2015,0,0.1083049829
ARS,USD,2014,0,0.1238347768
ARS,USD,2013,0,0.1831718999
ARS,USD,2012,0,0.2204131514
ARS,USD,2011,0,0.2433007399
ARS,USD,2010,0,0.2566540676
ARS,USD,2009,0,0.2698400000
ARS,USD,2008,0,0.3184581400
ARS,USD,2007,0,0.3230616700
ARS,USD,2006,0,0.3274100000
ARS,USD,2005,0,0.3444600000
ARS,USD,2004,0,0.3421700000
ARS,USD,2003,0,0.3455000000
ARS,USD,2002,0,0.3559300000
ARS,USD,2001,0,1.0005000000
ARS,USD,2000,0,1.0004580000
ARS,USD,1999,0,1.0003750000
ARS,USD,1998,0,1.0000000000
ARS,USD,1997,0,1.0000000000
ARS,USD,1996,0,1.0000000000
ARS,USD,1995,0,1.0000000000
ARS,USD,1994,0,1.0000000000
ARS,USD,1993,0,1.0000000000
ARS,USD,1992,0,1.0094480000
ARS,USD,1975,0,0.0450158460
ARS,USD,1974,0,0.2004008020
ARS,USD,1973,0,0.2009000320
ARS,USD,1972,0,0.2008919600
ARS,USD,1971,0,0.2282427590
ARS,USD,1970,0,0.0676100520
ARS,USD,1969,0,0.0028973410
ARS,USD,1968,0,0.0028962720
ARS,USD,1967,0,0.0030798450
ARS,USD,1966,0,0.0048505220
ARS,USD,1965,0,0.0059390750
ARS,USD,1964,0,0.0072507540
ARS,USD,1963,0,0.0072944620
ARS,USD,1962,0,0.0083725690
ARS,USD,1961,0,0.0121006200
ARS,USD,1960,0,0.0120563990
ARS,USD,1959,0,0.0127534820
ARS,USD,1958,0,0.0200615800
ARS,USD,1957,0,0.0248803350
ARS,USD,1956,0,0.0279548860
ARS,USD,1955,0,0.0292039510
ARS,USD,1954,0,0.0715503200
ARS,USD,1953,0,0.0715431060
ARS,USD,1952,0,0.0712856890
ARS,USD,1951,0,0.0704362750
ATS,USD,2001,0,0.0812127000
ATS,USD,2000,0,0.0786484000
ATS,USD,1999,0,0.0681220000
ATS,USD,1998,0,0.0807810000
ATS,USD,1997,0,0.0820510000
ATS,USD,1996,0,0.0944970000
ATS,USD,1995,0,0.0993040000
ATS,USD,1994,0,0.0877490000
ATS,USD,1993,0,0.0859890000
ATS,USD,1992,0,0.0912160000
ATS,USD,1991,0,0.0859790000
ATS,USD,1990,0,0.0881780000
ATS,USD,1989,0,0.0756850000
ATS,USD,1988,0,0.0811580000
ATS,USD,1987,0,0.0792240000
ATS,USD,1986,0,0.0657860000
ATS,USD,1985,0,0.0487390000
ATS,USD,1984,0,0.0501430000
ATS,USD,1983,0,0.0557980000
ATS,USD,1982,0,0.0586920000
ATS,USD,1981,0,0.0630180000
ATS,USD,1980,0,0.0774170000
ATS,USD,1979,0,0.0749100000
ATS,USD,1978,0,0.0689700000
ATS,USD,1977,0,0.0605600000
ATS,USD,1976,0,0.0557940000
ATS,USD,1975,0,0.0575240000
ATS,USD,1974,0,0.0536590000
ATS,USD,1973,0,0.0515060000
ATS,USD,1972,0,0.0432770000
ATS,USD,1971,0,0.0400890000
ATS,USD,1970,0,0.0384720200
ATS,USD,1969,0,0.0384600000
ATS,USD,1968,0,0.0384600000
ATS,USD,1967,0,0.0384600000
ATS,USD,1966,0,0.0384600000
ATS,USD,1965,0,0.0384600000
ATS,USD,1964,0,0.0384600000
ATS,USD,1963,0,0.0384600000
ATS,USD,1962,0,0.0384600000
ATS,USD,1961,0,0.0384600000
ATS,USD,1960,0,0.0384600000
ATS,USD,1959,0,0.0384600000
ATS,USD,1958,0,0.0384600000
ATS,USD,1957,0,0.0384600000
ATS,USD,1956,0,0.0384600000
ATS,USD,1955,0,0.0384600000
ATS,USD,1954,0,0.0384600000
ATS,USD,1953,0,0.0383440000
ATS,USD,1952,0,0.0382700000
ATS,USD,1951,0,0.0382700000
ATS,USD,1950,0,0.0382700000
AUD,USD,2019,0,0.6951654158
AUD,USD,2018,0,0.7471540083
AUD,USD,2017,0,0.7664256063
AUD,USD,2016,0,0.7433761601
AUD,USD,2015,0,0.7512638536
AUD,USD,2014,0,0.9014179633
AUD,USD,2013,0,0.9653971758
AUD,USD,2012,0,1.0354099532
AUD,USD,2011,0,1.0314986669
AUD,USD,2010,0,0.9172969758
AUD,USD,2009,0,0.7913036500
AUD,USD,2008,0,0.8552647900
AUD,USD,2007,0,0.8385606000
AUD,USD,2006,0,0.7533500000
AUD,USD,2005,0,0.7638400000
AUD,USD,2004,0,0.7365800000
AUD,USD,2003,0,0.6518800000
AUD,USD,2002,0,0.5439000000
AUD,USD,2001,0,0.5172120000
AUD,USD,2000,0,0.5823460000
AUD,USD,1999,0,0.6453000000
AUD,USD,1998,0,0.6294000000
AUD,USD,1997,0,0.7441000000
AUD,USD,1996,0,0.7830000000
AUD,USD,1995,0,0.7420000000
AUD,USD,1994,0,0.7320000000
AUD,USD,1993,0,0.6800000000
AUD,USD,1992,0,0.7350000000
AUD,USD,1991,0,0.7791000000
AUD,USD,1990,0,0.7812900000
AUD,USD,1989,0,0.7925300000
AUD,USD,1988,0,0.7842200000
AUD,USD,1987,0,0.7008600000
AUD,USD,1986,0,0.6708700000
AUD,USD,1985,0,0.7008000000
AUD,USD,1984,0,0.8795700000
AUD,USD,1983,0,0.9030000000
AUD,USD,1982,0,1.0170000000
AUD,USD,1981,0,1.1490000000
AUD,USD,1980,0,1.1390000000
AUD,USD,1979,0,1.1180000000
AUD,USD,1978,0,1.1450000000
AUD,USD,1977,0,1.1090000000
AUD,USD,1976,0,1.2250000000
AUD,USD,1975,0,1.3072920000
AUD,USD,1974,0,1.4302665800
AUD,USD,1973,0,1.4169900470
AUD,USD,1972,0,1.1909977770
AUD,USD,1971,0,1.1340025580
AUD,USD,1970,0,1.1200000000
AUD,USD,1969,0,1.1200000000
AUD,USD,1968,0,1.1200000000
AUD,USD,1967,0,1.1200000000
AUD,USD,1966,0,1.1200000000
AUD,USD,1965,0,1.1200000000
AUD,USD,1964,0,1.1200000000
AUD,USD,1963,0,1.1200000000
AUD,USD,1962,0,1.1200000000
AUD,USD,1961,0,1.1200000000
AUD,USD,1960,0,1.1200000000
AWG,USD,2019,0,0.5586592179
AWG,USD,2018,0,0.5586592179
AWG,USD,2017,0,0.5586592179
AWG,USD,2016,0,0.5586592179
AWG,USD,2015,0,0.5586592179
AWG,USD,2014,0,0.5586592179
AWG,USD,2013,0,0.5586592179
AWG,USD,2012,0,0.5586592179
AWG,USD,2011,0,0.5586592179
AWG,USD,2010,0,0.5586592179
AWG,USD,2009,0,0.5586600000
AWG,USD,2008,0,0.5586592200
AWG,USD,2007,0,0.5586592200
AWG,USD,2006,0,0.5586100000
AWG,USD,2005,0,0.5586000000
AWG,USD,2004,0,0.5590000000
AWG,USD,2003,0,0.5586100000
AWG,USD,2002,0,0.5590000000
AWG,USD,2001,0,0.5590000000
AWG,USD,1998,0,0.5586590000
AWG,USD,1997,0,0.5586590000
AWG,USD,1996,0,0.5586590000
AWG,USD,1995,0,0.5586590000
AWG,USD,1994,0,0.5586590000
AWG,USD,1993,0,0.5586590000
AWG,USD,1992,0,0.5586590000
AWG,USD,1991,0,0.5586590000
AWG,USD,1990,0,0.5586590000
AWG,USD,1989,0,0.5586590000
AWG,USD,1988,0,0.5586590000
AWG,USD,1987,0,0.5586590000
AWG,USD,1986,0,0.5586590000
AZM,USD,2001,0,0.0002147000
AZM,USD,2000,0,0.0002235000
AZM,USD,1999,0,0.0002427000
AZM,USD,1998,0,0.0002580000
AZM,USD,1997,0,0.0002510000
AZM,USD,1996,0,0.0002320000
AZM,USD,1995,0,0.0002270000
AZN,USD,2019,0,0.5882352941
AZN,USD,2018,0,0.5882295272
AZN,USD,2017,0,0.5810052639
AZN,USD,2016,0,0.6266757416
AZN,USD,2015,0,0.9760250966
AZN,USD,2014,0,1.2749450977
AZN,USD,2013,0,1.2746305216
AZN,USD,2012,0,1.2728389479
AZN,USD,2011,0,1.2663254858
AZN,USD,2010,0,1.2458730455
BAM,USD,2019,0,0.5723815175
BAM,USD,2018,0,0.6035056043
BAM,USD,2017,0,0.5762517282
BAM,USD,2016,0,0.5655663872
BAM,USD,2015,0,0.5670568396
BAM,USD,2014,0,0.6783481903
BAM,USD,2013,0,0.6788629728
BAM,USD,2012,0,0.6569395923
BAM,USD,2011,0,0.7107640886
BAM,USD,2010,0,0.6771674717
BAM,USD,2009,0,0.7121300000
BAM,USD,2008,0,0.7524756900
BAM,USD,2007,0,0.7007948700
BAM,USD,2006,0,0.6420000000
BAM,USD,2005,0,0.6369444400
BBD,USD,2019,0,0.5000000000
BBD,USD,2018,0,0.5000000000
BBD,USD,2017,0,0.5000000000
BBD,USD,2016,0,0.5000000000
BBD,USD,2015,0,0.5000000000
BBD,USD,2014,0,0.5000000000
BBD,USD,2013,0,0.5000000000
BBD,USD,2012,0,0.5000000000
BBD,USD,2011,0,0.5000000000
BBD,USD,2010,0,0.5000000000
BBD,USD,2009,0,0.5000000000
BBD,USD,2008,0,0.5000000000
BBD,USD,2007,0,0.5000000000
BBD,USD,2006,0,0.5000000000
BBD,USD,2005,0,0.5000000000
BBD,USD,2004,0,0.5000000000
BBD,USD,2003,0,0.5000000000
BBD,USD,2002,0,0.5000000000
BBD,USD,2001,0,0.5000000000
BBD,USD,2000,0,0.5000000000
BBD,USD,1999,0,0.5000000000
BBD,USD,1998,0,0.5000000000
BBD,USD,1997,0,0.5000000000
BBD,USD,1996,0,0.4970000000
BBD,USD,1995,0,0.4970000000
BBD,USD,1994,0,0.4970000000
BBD,USD,1993,0,0.4972000000
BBD,USD,1992,0,0.4972000000
BBD,USD,1991,0,0.4972000000
BBD,USD,1990,0,0.4972000000
BBD,USD,1989,0,0.4972000000
BBD,USD,1988,0,0.4972000000
BBD,USD,1987,0,0.4972000000
BBD,USD,1986,0,0.4972000000
BBD,USD,1985,0,0.4972000000
BBD,USD,1984,0,0.4972000000
BBD,USD,1983,0,0.4972000000
BBD,USD,1982,0,0.4972000000
BBD,USD,1981,0,0.4972000000
BBD,USD,1980,0,0.4972000000
BBD,USD,1979,0,0.4972000000
BBD,USD,1978,0,0.4972000000
BBD,USD,1977,0,0.4980000000
BBD,USD,1976,0,0.4990000000
BBD,USD,1975,0,0.4953270000
BBD,USD,1974,0,0.4870370000
BBD,USD,1973,0,0.5104070000
BBD,USD,1972,0,0.5204860000
BBD,USD,1971,0,0.5063610000
BBD,USD,1970,0,0.5000000000
BBD,USD,1969,0,0.5000000000
BBD,USD,1968,0,0.5000000000
BDT,USD,2019,0,0.0118408323
BDT,USD,2018,0,0.0119808974
BDT,USD,2017,0,0.0124320060
BDT,USD,2016,0,0.0127440336
BDT,USD,2015,0,0.0128292452
BDT,USD,2014,0,0.0128797252
BDT,USD,2013,0,0.0128035670
BDT,USD,2012,0,0.0122155818
BDT,USD,2011,0,0.0134857402
BDT,USD,2010,0,0.0143576478
BDT,USD,2009,0,0.0144845700
BDT,USD,2008,0,0.0145776600
BDT,USD,2007,0,0.0145193700
BDT,USD,2006,0,0.0145100000
BDT,USD,2005,0,0.0155500000
BDT,USD,2004,0,0.0168000000
BDT,USD,2003,0,0.0172000000
BDT,USD,2002,0,0.0172700000
BDT,USD,2001,0,0.0179190000
BDT,USD,2000,0,0.0191940000
BDT,USD,1999,0,0.0203608000
BDT,USD,1998,0,0.0210000000
BDT,USD,1997,0,0.0230000000
BDT,USD,1996,0,0.0240000000
BDT,USD,1995,0,0.0250000000
BDT,USD,1994,0,0.0250000000
BDT,USD,1993,0,0.0250000000
BDT,USD,1992,0,0.0260000000
BDT,USD,1991,0,0.0270000000
BDT,USD,1990,0,0.0290000000
BDT,USD,1989,0,0.0310000000
BDT,USD,1988,0,0.0320000000
BDT,USD,1987,0,0.0320000000
BDT,USD,1986,0,0.0330000000
BDT,USD,1985,0,0.0350000000
BDT,USD,1984,0,0.0390000000
BDT,USD,1983,0,0.0410000000
BDT,USD,1982,0,0.0450000000
BDT,USD,1981,0,0.0560000000
BDT,USD,1980,0,0.0650000000
BDT,USD,1979,0,0.0640000000
BDT,USD,1978,0,0.0670000000
BDT,USD,1977,0,0.0650000000
BDT,USD,1976,0,0.0660000000
BDT,USD,1975,0,0.0820600000
BDT,USD,1974,0,0.1215660000
BDT,USD,1973,0,0.1273920000
BDT,USD,1972,0,0.1298670000
BDT,USD,1971,0,0.1270830000
BEF,USD,2001,0,0.0277020000
BEF,USD,2000,0,0.0268280000
BEF,USD,1999,0,0.0232370000
BEF,USD,1998,0,0.0275500000
BEF,USD,1997,0,0.0279900000
BEF,USD,1996,0,0.0323100000
BEF,USD,1995,0,0.0339600000
BEF,USD,1994,0,0.0299640000
BEF,USD,1993,0,0.0289460000
BEF,USD,1992,0,0.0311810000
BEF,USD,1991,0,0.0293980000
BEF,USD,1990,0,0.0300080000
BEF,USD,1989,0,0.0254110000
BEF,USD,1988,0,0.0272560000
BEF,USD,1987,0,0.0268230000
BEF,USD,1986,0,0.0224810000
BEF,USD,1985,0,0.0169690000
BEF,USD,1984,0,0.0173550000
BEF,USD,1983,0,0.0196250000
BEF,USD,1982,0,0.0219980000
BEF,USD,1981,0,0.0270540000
BEF,USD,1980,0,0.0342480000
BEF,USD,1979,0,0.0341240000
BEF,USD,1978,0,0.0318100000
BEF,USD,1977,0,0.0279200000
BEF,USD,1976,0,0.0259240000
BEF,USD,1975,0,0.0272550000
BEF,USD,1974,0,0.0257350000
BEF,USD,1973,0,0.0257880000
BEF,USD,1972,0,0.0227250000
BEF,USD,1971,0,0.0206090000
BEF,USD,1970,0,0.0201430000
BEF,USD,1969,0,0.0199530000
BEF,USD,1968,0,0.0200340000
BEF,USD,1967,0,0.0201296020
BEF,USD,1966,0,0.0200714110
BEF,USD,1965,0,0.0201483810
BEF,USD,1964,0,0.0201034810
BEF,USD,1963,0,0.0200563710
BEF,USD,1962,0,0.0200993450
BEF,USD,1961,0,0.0200000000
BEF,USD,1960,0,0.0200000000
BEF,USD,1959,0,0.0200000000
BEF,USD,1958,0,0.0200000000
BEF,USD,1957,0,0.0200000000
BEF,USD,1956,0,0.0200000000
BEF,USD,1955,0,0.0200000000
BEF,USD,1954,0,0.0200000000
BEF,USD,1953,0,0.0200000000
BEF,USD,1952,0,0.0200000000
BEF,USD,1951,0,0.0200000000
BEF,USD,1950,0,0.0200000000
BGL,USD,1998,0,0.0010000000
BGL,USD,1997,0,0.0010000000
BGL,USD,1996,0,0.0080000000
BGL,USD,1995,0,0.0150000000
BGL,USD,1994,0,0.0190000000
BGL,USD,1993,0,0.0360000000
BGL,USD,1992,0,0.0430000000
BGL,USD,1991,0,0.0600000000
BGL,USD,1990,0,1.2720000000
BGL,USD,1989,0,1.1860000000
BGL,USD,1988,0,1.2000000000
BGL,USD,1987,0,1.1520000000
BGL,USD,1986,0,1.0630000000
BGL,USD,1985,0,0.9710000000
BGL,USD,1984,0,0.9910000000
BGL,USD,1983,0,1.0270000000
BGL,USD,1982,0,1.0500000000
BGL,USD,1981,0,1.0900000000
BGL,USD,1980,0,1.1650000000
BGL,USD,1979,0,1.1570000000
BGL,USD,1978,0,1.1250000000
BGL,USD,1977,0,1.0540000000
BGL,USD,1976,0,1.0351180000
BGN,USD,2019,0,0.5723961936
BGN,USD,2018,0,0.6034851266
BGN,USD,2017,0,0.5762166575
BGN,USD,2016,0,0.5655975302
BGN,USD,2015,0,0.5667649059
BGN,USD,2014,0,0.6783416807
BGN,USD,2013,0,0.6786255570
BGN,USD,2012,0,0.6570086397
BGN,USD,2011,0,0.7110057769
BGN,USD,2010,0,0.6768685803
BGN,USD,2009,0,0.7127000000
BGN,USD,2008,0,0.7515716500
BGN,USD,2007,0,0.7007739500
BGN,USD,2006,0,0.6418900000
BGN,USD,2005,0,0.6362700000
BGN,USD,2004,0,0.6355200000
BGN,USD,2003,0,0.5781500000
BGN,USD,2002,0,0.4829700000
BGN,USD,2001,0,0.4577270000
BGN,USD,2000,0,0.4722620000
BGN,USD,1999,0,0.5452609000
BGN,USD,1963,0,0.8547000000
BGN,USD,1962,0,0.8546712800
BGN,USD,1961,0,0.8550458720
BGN,USD,1958,0,0.8550185870
BHD,USD,2019,0,2.6595744681
BHD,USD,2018,0,2.6595744681
BHD,USD,2017,0,2.6595744681
BHD,USD,2016,0,2.6595744681
BHD,USD,2015,0,2.6595744681
BHD,USD,2014,0,2.6595744681
BHD,USD,2013,0,2.6595744681
BHD,USD,2012,0,2.6595744681
BHD,USD,2011,0,2.6595744681
BHD,USD,2010,0,2.6595744681
BHD,USD,2009,0,2.6595700000
BHD,USD,2008,0,2.6595744700
BHD,USD,2007,0,2.6595744700
BHD,USD,2006,0,2.6595700000
BHD,USD,2005,0,2.6595700000
BHD,USD,2004,0,2.6595700000
BHD,USD,2003,0,2.6595700000
BHD,USD,2002,0,2.6595700000
BHD,USD,2001,0,2.6595740000
BHD,USD,2000,0,2.6595730000
BHD,USD,1999,0,2.6595833000
BHD,USD,1998,0,2.6320000000
BHD,USD,1997,0,2.6600000000
BHD,USD,1996,0,2.6600000000
BHD,USD,1995,0,2.6600000000
BHD,USD,1994,0,2.6600000000
BHD,USD,1993,0,2.6596000000
BHD,USD,1992,0,2.6596000000
BHD,USD,1991,0,2.6596000000
BHD,USD,1990,0,2.6596000000
BHD,USD,1989,0,2.6596000000
BHD,USD,1988,0,2.6596000000
BHD,USD,1987,0,2.6596000000
BHD,USD,1986,0,2.6596000000
BHD,USD,1985,0,2.6596000000
BHD,USD,1984,0,2.6596000000
BHD,USD,1983,0,2.6596000000
BHD,USD,1982,0,2.6596000000
BHD,USD,1981,0,2.6596000000
BHD,USD,1980,0,2.6530900000
BHD,USD,1979,0,2.6210000000
BHD,USD,1978,0,2.5800000000
BHD,USD,1977,0,2.5280000000
BHD,USD,1976,0,2.5280000000
BHD,USD,1975,0,2.5284450000
BHD,USD,1974,0,2.5333130000
BHD,USD,1973,0,2.5023130000
BHD,USD,1972,0,2.2799930000
BHD,USD,1971,0,2.1061660000
BHD,USD,1970,0,2.1000020000
BHD,USD,1969,0,2.1000020000
BHD,USD,1968,0,2.1000020000
